Tour Title,Tour URL,Opinion Count,Image Count,Rating,Excelente,Muy bueno,Promedio,Mala,Horrible
City Tour en Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d19278350-City_Tour_in_Cusco-Cusco_Cusco_Region.html,19,33,5.0,17,0,2,0,0
Recorrido en bicicleta a Moray y las minas de sal desde Ollantaytambo,https://www.tripadvisor.com.pe/AttractionProductReview-g294319-d11477782-Mountain_Bike_Ride_in_Moray_to_Maras_and_Salt_Mines-Ollantaytambo_Sacred_Valley_Cu.html,8,28,5.0,8,0,0,0,0
Comida y Cultura Tour de día completo en el Valle Sagrado,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d27170900-Food_and_Culture_Full_day_Tour_in_the_Sacred_Valley-Cusco_Cusco_Region.html,60,164,5.0,60,0,0,0,0
Valle Sagrado y Machu Picchu 2D1N,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23808243-Sacred_Valley_Machu_Picchu_2D1N-Cusco_Cusco_Region.html,378,598,5.0,374,3,0,0,1
3-Días Tour Privado Eco Sostenible Parque Nacional del Manu,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d25150160-3_Day_Eco_Sustainable_Private_Tour_Manu_National_Park-Cusco_Cusco_Region.html,24,82,4.5,19,4,0,0,1
Excursión a la Montaña de Colores Palcoyo desde Cusco.,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d20377404-Excursion_to_Rainbow_Mountain_Palcoyo_from_Cusco-Cusco_Cusco_Region.html,88,119,5.0,76,7,3,0,2
"Cuzco por la noche: Planetario de Cuzco, cena y pisco sour",https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11992227-Cusco_by_Night_Planetarium_Cusco_Dinner_and_Pisco_Sour-Cusco_Cusco_Region.html,52,51,5.0,52,0,0,0,0
Excursión de día completo hasta la laguna Humantay desde Cuzco con guía,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d13181665-Full_Day_Trek_to_Humantay_Lake_from_Cusco_with_Guide-Cusco_Cusco_Region.html,63,76,4.5,42,10,5,2,4
Manu Jungle Tour (4 días),https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17846133-Manu_Jungle_Tour_4_Days-Cusco_Cusco_Region.html,129,125,5.0,122,7,0,0,0
Paseo A Caballo En La Montaña De Chacan Y El Templo De La Luna,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d15126743-Horse_Riding_Chacan_Mountain_And_Temple_Of_The_Moon-Cusco_Cusco_Region.html,43,78,5.0,43,0,0,0,0
Excursión de medio día al Parque Arqueológico de Sacsayhuaman,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11451057-Sacsayhuaman_Inca_s_Temple_Tambomachay_Puca_Pucara_Q_enqo_Half_Day_Tour-Cusco_Cusc.html,11,19,5.0,9,2,0,0,0
Excursión de día completo a Machu Picchu desde Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11483045-Machu_Picchu_Full_Day_Tour_from_Cusco-Cusco_Cusco_Region.html,93,102,5.0,88,3,1,1,0
Tour Machu Picchu Full day servicio privado,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d21035973-Tour_Machu_Picchhu_full_day_Private_Services-Cusco_Cusco_Region.html,9,14,5.0,9,0,0,0,0
Laguna Humantay (Excursión de un día),https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17459148-Humantay_Lake_Day_Trip-Cusco_Cusco_Region.html,38,41,5.0,37,1,0,0,0
Aspectos destacados y gemas ocultas con los lugareños: tour privado de lo mejor de Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d19496904-Highlights_Hidden_Gems_With_Locals_Best_of_Cusco_Private_Tour-Cusco_Cusco_Region.html,11,12,5.0,10,0,1,0,0
Entrada al Planetario de Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d13107619-Skip_the_Line_Planetarium_Cusco_Admission_Ticket-Cusco_Cusco_Region.html,155,80,4.5,132,9,5,4,5
2-Day Machu Picchu Tour by Train from Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11476454-2_Day_Machu_Picchu_Tour_by_Train_from_Cusco-Cusco_Cusco_Region.html,21,28,5.0,19,2,0,0,0
Desde Cusco Tour de medio día a Chinchero Moray y minas de sal Maras,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d27736213-From_Cusco_Chinchero_Moray_and_Salt_Mines_Maras_Half_Day_Tour-Cusco_Cusco_Region.html,18,37,5.0,17,1,0,0,0
Tour privado en Cusco de 4 horas que incluye Sacsayhuaman y Qenqo,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d12624186-Cusco_4_Hour_Private_Tour_Including_Sacsayhuaman_and_Qenqo-Cusco_Cusco_Region.html,17,34,5.0,17,0,0,0,0
"Tour a pie privado por Cuzco: Museo Inca, Qorikancha y Mercado de San Pedro",https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11456148-Private_Cusco_Walking_Tour_Inca_Museum_Qorikancha_and_San_Pedro_Market-Cusco_Cusco.html,6,13,5.0,6,0,0,0,0
Montaña de Colores sin senderismo Zero Esfuerzo con Cuatrimotos,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d26672371-Rainbow_Mountain_no_Hiking_Zero_Effort_with_ATV_s_DELUXE_TOUR-Cusco_Cusco_Region.html,6,20,5.0,6,0,0,0,0
Tour de día completo a Machu Picchu,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17618980-Full_Day_Tour_to_Machu_Picchu-Cusco_Cusco_Region.html,9,18,5.0,9,0,0,0,0
"City Tour Cusco, Qoricancha, Sacsayhuaman, Qenqo, Pucapucara y Tambomachay",https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17429566-City_Tour_Cusco_Qoricancha_Sacsayhuaman_Qenqo_Pucapucara_and_Tambomachay-Cusco_Cus.html,3,5,5.0,3,0,0,0,0
Valle Sagrado y Machu Picchu Tour de 2 dias desde Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23585946-Sacred_Valley_and_Machu_Picchu_2_day_tour_from_Cusco-Cusco_Cusco_Region.html,22,64,5.0,22,0,0,0,0
Excursión de día completo a la montaña de colores de Palccoyo,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23786621-Palccoyo_Rainbow_Mountain_full_day_tour-Cusco_Cusco_Region.html,25,116,5.0,24,1,0,0,0
Excursion de dia completo a Machu Picchu desde Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17773205-Full_day_excursion_to_Machu_Picchu_from_Cuzco-Cusco_Cusco_Region.html,258,268,5.0,243,9,2,2,2
Caminata de 2 días por el lago Humantay y el paso Salkantay,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d24897309-2_Day_Humantay_Lake_Salkantay_Pass_Trek-Cusco_Cusco_Region.html,333,716,5.0,326,7,0,0,0
Tour privado de día completo al Valle Sagrado de los Incas,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d27672145-Full_day_Sacred_Valley_of_the_Incas_Private_Tour-Cusco_Cusco_Region.html,4,11,5.0,4,0,0,0,0
"Tour completo del Valle Sagrado Grupo pequeño Pisac, Maras, Moray y Ollantaytambo",https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d19531027-Complete_Sacred_Valley_Tour_Small_group_Pisac_Maras_Moray_Ollantaytambo-Cusco_Cusc.html,34,45,5.0,30,4,0,0,0
Clase de cocina peruana de Pete,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23627433-Pete_s_Peruvian_Cooking_Class-Cusco_Cusco_Region.html,14,21,5.0,14,0,0,0,0
Machu picchu 1 Día por tren todo incluido,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d15767502-Machu_picchu_one_day_by_train_all_included-Cusco_Cusco_Region.html,38,52,5.0,36,0,1,0,1
Recorrido de senderismo de 5 días por Salkantay hasta Machu Picchu,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d13571413-Ultimate_Salkantay_Trek_to_Machu_Picchu_5_Days-Cusco_Cusco_Region.html,469,"1,084",5.0,460,6,1,1,1
Ruta por la selva Inca a Machu Picchu de 4 días,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11467589-Inca_Jungle_Trail_to_Machu_Picchu_in_4_Days-Cusco_Cusco_Region.html,381,461,5.0,350,24,4,2,1
08:00 am Tour de lujo a la Montaña Arcoíris,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d24979608-08_00_am_Luxury_Rainbow_Mountain_Tour-Cusco_Cusco_Region.html,62,87,5.0,60,2,0,0,0
Recorrido gastronómico en grupo,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d12939641-Walking_Culinary_Experience-Cusco_Cusco_Region.html,19,28,5.0,19,0,0,0,0
Excursión a la Laguna Humantay desde Cusco - Tour Privado.,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d15884818-Excursion_to_Humantay_Lake_from_Cusco_Private_Tour-Cusco_Cusco_Region.html,423,571,5.0,409,14,0,0,0
5-días Tour Privado Jungla del Manu con Cataratas y Aguas Termales,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d25147125-5_days_Private_Manu_Jungle_Tour_with_Waterfalls_and_Hot_Springs-Cusco_Cusco_Region.html,12,77,5.0,12,0,0,0,0
Tour Un Dia Completo en ATVs con Montaña de Colores sin Caminata,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d24840602-A_Full_Day_Tour_in_ATVs_with_Mountain_of_Colors_without_Hiking-Cusco_Cusco_Region.html,9,11,5.0,9,0,0,0,0
"Salkantay Trek 5D/5N con Cabañas de Cristal, Hobbit House-Hot Jacuzzi",https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23808242-Salkantay_Trek_5D_5N_with_Glass_Cabanas_Hobbit_House_Hot_Jacuzzi-Cusco_Cusco_Regio.html,1269,"2,788",5.0,"1,258",8,3,0,0
2 días Valle Sagrado Machu Picchu hotel 4 estrellas y tren Vistadome,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17446830-2_Day_Sacred_Valley_Machu_Picchu_4star_hotel_Vistadome_train-Cusco_Cusco_Region.html,90,119,5.0,89,1,0,0,0
Camino Inca Privado a Machu Picchu 1 Día,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d21033207-Private_Inca_Trail_to_Machu_Picchu_1_Day-Cusco_Cusco_Region.html,77,123,5.0,77,0,0,0,0
Camino Inca Corto a Machu Picchu - 2 días - Servicio de Glamping,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d15340012-Short_Inca_Trail_to_Machu_Picchu_2_days_Glamping_Service-Cusco_Cusco_Region.html,95,169,5.0,93,2,0,0,0
2 días Camino Inca compartido a Machu Pichu,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d27507858-2_Days_Shared_Inca_Trail_to_Machu_Pichu-Cusco_Cusco_Region.html,91,170,5.0,89,2,0,0,0
Recorrido privado de 2 días: Sendero Inca a Machu Picchu,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d15068137-2_Day_Private_Tour_of_the_Inca_Trail_to_Machu_Picchu-Cusco_Cusco_Region.html,82,108,5.0,81,1,0,0,0
Excursión de 4 días en la selva inca a Machu Picchu con todo incluido,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d13541804-Inca_Jungle_Trek_to_Machu_Picchu_4D-Cusco_Cusco_Region.html,76,122,5.0,75,1,0,0,0
Excursión de 6 días: Cuzco - Machu Picchu - Lago Humantay - Montaña Arcoíris,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d16731909-06_Day_Cusco_Machu_Picchu_Humantay_Lake_Rainbow_Mountain-Cusco_Cusco_Region.html,83,160,5.0,81,2,0,0,0
Tour Guiado de Día Completo a Machu Picchu Transporte Incluido,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d27513465-Full_Day_Guided_Tour_to_Machu_Picchu_Transportation_Included-Cusco_Cusco_Region.html,135,159,5.0,130,3,1,0,1
Ancascocha Trek a Machu Picchu 4 días y 3 noches,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d15126083-Ancascocha_Trek_To_Machu_Picchu_4_Days_And_3_Nights-Cusco_Cusco_Region.html,71,142,5.0,70,1,0,0,0
"Recorrido de día completo por Moray, Salinas de Maras y el Valle Sagrado desde Cuzco",https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d12030120-Full_Day_Tour_of_Moray_Salinas_de_Maras_and_The_Sacred_Valley_from_Cusco-Cusco_Cus.html,84,102,5.0,80,4,0,0,0
Caminata Ausangate 5 Días,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17590904-Ausangate_Trek_5_Days-Cusco_Cusco_Region.html,63,85,5.0,63,0,0,0,0
Inca Trail 4 Days hike to Machu Picchu,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17419597-Inca_Trail_4_Days_hike_to_Machu_Picchu-Cusco_Cusco_Region.html,61,63,5.0,61,0,0,0,0
Camino Inca de Lujo a Machu Picchu 4 días,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d26269646-Luxury_Inca_Trail_to_Machu_Picchu_4_days-Cusco_Cusco_Region.html,61,132,5.0,61,0,0,0,0
Machupicchu Full Day En Servicio Privado,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d19009583-Machupicchu_Full_Day_In_Private_Service-Cusco_Cusco_Region.html,60,125,5.0,60,0,0,0,0
Camino Inca Clásico de 4 días a Machu Picchu,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17405614-4_Day_Classic_Inca_Trail_to_Machu_Picchu-Cusco_Cusco_Region.html,205,371,5.0,194,6,2,0,3
Excursión cultural de 6 días a Machu Picchu,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11456150-6_Day_Cultural_Tour_to_Machu_Picchu-Cusco_Cusco_Region.html,60,104,5.0,60,0,0,0,0
Caminata por el arco iris de Palccoyo: aventura en grupos pequeños (máx. 8),https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d19914213-Palccoyo_Rainbow_Hike_Small_Group_Adventure_Max_8-Cusco_Cusco_Region.html,77,149,5.0,76,0,0,1,0
Choquequirao Trek 4 días y 3 noches,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d19499538-Choquequirao_Trek_4_days_and_3_nights-Cusco_Cusco_Region.html,57,129,5.0,57,0,0,0,0
Camino Inca de 4 días a Machu Picchu - Servicio privado,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d12912634-4_Day_Inca_Trail_To_Machu_Picchu_Private_Service-Cusco_Cusco_Region.html,66,178,5.0,65,1,0,0,0
Excursión a Machu Picchu de 2 días,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d12468393-2_Day_Machu_Picchu_Small_Group_Tour_from_Cusco-Cusco_Cusco_Region.html,82,77,5.0,81,0,0,0,1
Caminata de 4 días a Machu Picchu por el Camino Inca,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11446091-4_Day_Trek_to_Machu_Picchu_Through_the_Inca_Trail-Cusco_Cusco_Region.html,360,388,5.0,336,12,3,3,6
Reto Salkantay Trek de 3 días,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d24042425-3_Day_Salkantay_Trek_Challenge-Cusco_Cusco_Region.html,69,48,5.0,67,2,0,0,0
Camino Inca de 4 días a Machu Picchu Tour de varios días,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d26225170-4_Day_Inca_Trail_Trek_to_Machu_Picchu_Multi_day_tour-Cusco_Cusco_Region.html,58,87,5.0,58,0,0,0,0
Tour Guiado en El Valle Sagrado de los Incas - Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d27656669-Guided_Tour_in_the_Sacred_Valley_of_the_Incas_Cusco-Cusco_Cusco_Region.html,65,122,5.0,64,0,1,0,0
Tour de día completo al Valle Sagrado,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d26804808-Sacred_Valley_Full_Day_Tour-Cusco_Cusco_Region.html,66,160,5.0,63,3,0,0,0
City Tour en Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d26804657-City_Tour_in_Cusco-Cusco_Cusco_Region.html,69,124,5.0,67,2,0,0,0
Cusco Valle Sagrado y Machupicchu 4 Días,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d13147277-Cusco_Sacred_Valley_and_Machupicchu_4_Days-Cusco_Cusco_Region.html,56,46,5.0,56,0,0,0,0
Salkantay Trek 5 días a Machu Picchu por Glamping Sky Lodge Dome,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17714600-Salkantay_Trek_5_days_to_Machu_Picchu_by_Glamping_Sky_Lodge_Dome-Cusco_Cusco_Regio.html,110,188,5.0,106,2,0,1,1
"Aventura de 4 días en la jungla hasta Machu Picchu: ciclismo, tirolina, rafting y senderismo",https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11446090-4_Day_Jungle_Adventure_to_Machu_Picchu_Biking_Ziplining_Rafting_and_Hiking-Cusco_C.html,72,81,5.0,70,2,0,0,0
Excursión a Machu Picchu en tren de 2 días con todo incluido,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d13544829-Sacred_Valley_and_Machu_Picchu_2_days-Cusco_Cusco_Region.html,70,126,5.0,67,3,0,0,0
Rainbow Mountain Tour,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d19058885-Rainbow_Mountain_Tour-Cusco_Cusco_Region.html,54,59,5.0,54,0,0,0,0
Experimente Machu Picchu de manera sostenible en un tour privado desde Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23335067-Experience_Machu_Picchu_sustainably_on_a_private_tour_from_Cusco-Cusco_Cusco_Regio.html,54,181,5.0,54,0,0,0,0
Trek por a la montaña de colores Vincunca-Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d18272340-Trek_through_the_mountain_of_colors_Vincunca_Cusco-Cusco_Cusco_Region.html,54,18,5.0,54,0,0,0,0
Salkantay Trek de 5 días con todo incluido a Machu Picchu,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11456156-5_Day_All_Inclusive_Salkantay_Trek_To_Machu_Picchu-Cusco_Cusco_Region.html,80,176,5.0,76,3,1,0,0
"Excursión a Cusco de 4 días ""Un deseo cumplido""",https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d16862538-4_day_Bucketlist_Cusco_Rainbow_Mtn_Machu_Picchu_Sacred_Valley_Humantay-Cusco_Cusco.html,53,121,5.0,53,0,0,0,0
Caminata de 2 días Camino Inca corto a Machu Picchu,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d15139140-2_Day_Hiking_Short_Inca_Trail_to_Machu_Picchu-Cusco_Cusco_Region.html,56,48,5.0,55,1,0,0,0
Recorrido de un día completo a la Montaña Arcoíris desde Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11990051-Rainbow_Mountain_Full_Day_Tour_from_Cusco_with_Small_Group-Cusco_Cusco_Region.html,70,45,5.0,67,3,0,0,0
Día completo en la montaña Arcoíris y el Valle Rojo,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d13819154-Rainbow_Mountain_Red_Valley_Premium_Tour_with_picnic-Cusco_Cusco_Region.html,60,104,5.0,59,1,0,0,0
2 días en el Valle Sagrado con la salida del sol en Machu Picchu.,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d21123902-Sacred_Valley_Experience_Machu_Picchu_Sunrise_2_day_Journey-Cusco_Cusco_Region.html,47,108,5.0,47,0,0,0,0
06 Dia Joyas Andinas del Cusco - Servicio Privado,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d19498245-06_Day_Andean_Jewels_of_Cusco_Private_Service-Cusco_Cusco_Region.html,53,124,5.0,52,1,0,0,0
Manu Adventure (4 días),https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d18341803-Manu_Adventure_4_Days-Cusco_Cusco_Region.html,49,51,5.0,49,0,0,0,0
Recorrido de día completo a Machu Picchu desde Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d15005623-Machu_Picchu_full_day_trip_from_Cusco-Cusco_Cusco_Region.html,62,68,5.0,59,3,0,0,0
Tour a Machu Picchu 1 Dia desde Cusco en tren,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d18272338-Tour_to_Machu_Picchu_1_Day_from_Cusco_by_train-Cusco_Cusco_Region.html,67,38,5.0,66,0,0,0,1
Tourc Cusco maravilloso 7 dias,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d21310522-Wonderful_Cusco_Tour_7_days-Cusco_Cusco_Region.html,51,186,5.0,50,1,0,0,0
Caminata de Lares de 4 días a Machu Picchu desde Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11446089-4_Day_Lares_Trek_to_Machu_Picchu_from_Cusco-Cusco_Cusco_Region.html,50,85,5.0,49,1,0,0,0
Camino Inca Jungle a Machupicchu por Lorenzo Expeditions,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23762254-Inca_Jungle_Trail_to_Machupicchu_by_Lorenzo_Expeditions-Cusco_Cusco_Region.html,45,152,5.0,45,0,0,0,0
2 Días Camino Inca a Machu Picchu con hotel.,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17555095-2_Days_Inca_Trail_to_Machu_Picchu_with_hotel-Cusco_Cusco_Region.html,50,79,5.0,49,1,0,0,0
Tour Montaña Arcoíris desde Cusco - Día Completo (Grupos pequeños),https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23756821-Rainbow_Mountain_Tour_from_Cusco_Full_Day_Small_groups-Cusco_Cusco_Region.html,46,61,5.0,45,1,0,0,0
"Clase de cocina privada para todos los niveles en Cuzco, Perú",https://www.tripadvisor.com.pe/AttractionProductReview-g2656686-d12939642-Private_Andean_Cooking_Class_Pachamanca-Cusco_Region.html,48,65,5.0,47,1,0,0,0
Excursión a la montaña de colores Vinicunca con desayuno y almuerzo desde Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11485106-Vinicunca_Rainbow_Mountain_Tour_Including_Breakfast_Lunch_from_Cusco-Cusco_Cusco_R.html,63,85,5.0,62,0,0,0,1
Excursión de 2 días a Machu Picchu desde Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d13822670-2_Days_Machu_Picchu_Tour_from_Cusco-Cusco_Cusco_Region.html,55,82,5.0,52,3,0,0,0
Salkantay Humantay Lake Trek 2D1N con domos de lujo,https://www.tripadvisor.com.pe/AttractionProductReview-g2656686-d15186619-Salkantay_Humantay_Lake_Trek_2D1N_With_Luxury_Domes-Cusco_Region.html,65,209,5.0,61,3,1,0,0
Camino Inca Corto a Machu Picchu (2 Días y 1 Noche),https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17459145-Short_Inca_Trail_to_Machu_Picchu_2_Days_1_Night-Cusco_Cusco_Region.html,49,30,5.0,48,0,1,0,0
Machu Picchu y Valle Sagrado: tour combinado de 2 días,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d26849884-Machu_Picchu_Sacred_Valley_2_Day_Combo_Tour-Cusco_Cusco_Region.html,61,140,5.0,57,3,1,0,0
"Tour de 1 día a Palccoyo (alternativa Rainbow Mtn) desde Cusco, Perú",https://www.tripadvisor.com.pe/AttractionProductReview-g2656686-d13567397-1_Day_Tour_to_Palccoyo_Alternative_Rainbow_Mtn_from_Cusco_Peru-Cusco_Region.html,51,94,5.0,51,0,0,0,0
Recorrido de día completo a Machu Picchu desde Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d16910890-Machu_Picchu_Full_Day-Cusco_Cusco_Region.html,51,63,5.0,51,0,0,0,0
Caminata de día completo al lago Humantay,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d12650245-Humantay_Lake_Full_Day_Hike-Cusco_Cusco_Region.html,45,43,5.0,45,0,0,0,0
Camino Inca corto privado de 2 días a Machu Picchu,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d15054851-2_Day_Private_Short_Inca_Trail_to_Machu_Picchu-Cusco_Cusco_Region.html,47,33,5.0,47,0,0,0,0
2 días - Camino Inca corto a Machu Picchu - Servicios privados,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d12909522-2_Day_Short_Inca_trail_to_Machu_Picchu_Private_Services-Cusco_Cusco_Region.html,50,71,5.0,48,2,0,0,0
